employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-18004482,Mia,Martinez,Female,New York,Rochester,2020-11-16,Operations,Logistics Coordinator,Bachelor,58417,Good,No,1998-02-14,2021-05-15
00-86397676,Logan,Anderson,Male,Illinois,Chicago,2016-09-24,Sales,Sales Specialist,Master,82613,Good,Yes,1997-03-20,2017-04-18
00-50814428,Ella,Rodriguez,Female,Michigan,Detroit,2020-07-10,Operations,Logistics Coordinator,Bachelor,60230,Satisfactory,Yes,1972-11-22,2021-01-06
00-68755000,Ava,Martin,Female,North Carolina,Raleigh,2015-06-17,Customer Service,Support Specialist,Bachelor,59000,Good,No,1979-08-24,2018-08-18
00-53261270,Aria,Rodriguez,Female,Illinois,Aurora,2015-03-30,Operations,Operations Analyst,Bachelor,65412,Good,Yes,1994-01-16,2021-02-20
00-87201917,Mila,Smith,Female,New York,Buffalo,2024-09-18,IT,IT Support Specialist,Bachelor,60467,Satisfactory,No,1990-08-01,2025-03-17
00-46173157,Mila,Johnson,Female,New York,Rochester,2022-03-10,Marketing,SEO Specialist,High School,84839,Satisfactory,Yes,1972-07-15,2022-09-06
00-73149551,Sofia,Anderson,Female,New York,Buffalo,2024-03-11,Sales,Sales Representative,Bachelor,57987,Needs Improvement,No,1984-02-24,2024-09-07
00-88561612,Michael,Thomas,Male,Pennsylvania,Pittsburgh,2024-07-01,IT,IT Support Specialist,High School,60663,Good,No,1999-10-15,2024-12-28
00-56702542,Michael,Hernandez,Male,Illinois,Aurora,2018-02-10,Sales,Sales Specialist,Master,84411,Excellent,No,1977-06-17,2021-07-02
00-31585546,Alexander,Wilson,Male,Virginia,Norfolk,2022-04-22,Operations,Logistics Coordinator,Bachelor,69104,Good,No,1980-12-09,2022-10-19
00-98930456,Jacob,Moore,Male,Pennsylvania,Allentown,2015-02-04,Customer Service,Support Specialist,Bachelor,62697,Satisfactory,Yes,1996-04-27,2019-08-20
00-52213778,Mason,Hernandez,Male,New York,Rochester,2016-10-27,Marketing,Content Creator,High School,67302,Good,Yes,1975-07-29,2021-06-18
00-64247457,Sofia,Smith,Female,New York,New York City,2022-07-30,Customer Service,Customer Service Representative,High School,61630,Good,No,1997-01-18,2023-01-26
00-72005415,Elizabeth,Johnson,Female,New York,New York City,2017-05-21,Sales,Sales Specialist,Master,70527,Excellent,No,1998-12-28,2022-10-24
00-93568503,Henry,Anderson,Male,Virginia,Virginia Beach,2022-03-21,Operations,Inventory Specialist,Bachelor,67080,Needs Improvement,Yes,1977-09-29,2022-10-10
00-45843681,Sebastian,Jones,Male,New York,Rochester,2024-06-19,Finance,Accountant,Bachelor,86239,Good,No,1998-09-10,2024-12-16
00-75056916,James,Smith,Male,New York,Rochester,2024-08-24,Sales,Sales Specialist,Bachelor,74291,Satisfactory,No,2004-09-30,2025-02-20
00-42117961,Mia,Martinez,Female,Michigan,Warren,2020-08-02,Customer Service,Support Specialist,Bachelor,63835,Good,No,2000-01-22,2022-03-09
00-64759583,Ava,Davis,Female,New York,Rochester,2024-12-20,Operations,Inventory Specialist,High School,64228,Needs Improvement,Yes,1981-08-13,2025-06-18
00-25228493,Camila,Brown,Female,New York,New York City,2021-03-01,Operations,Inventory Specialist,High School,58742,Satisfactory,Yes,1999-03-11,2021-08-28
00-76890827,Evelyn,Taylor,Female,New York,Rochester,2022-06-11,Operations,Operations Analyst,Bachelor,72109,Needs Improvement,Yes,1979-01-01,2022-12-08
00-74759996,Luna,Davis,Female,Pennsylvania,Allentown,2019-02-26,Marketing,Content Creator,Bachelor,61915,Satisfactory,No,1998-12-09,2019-12-06
00-61484043,Charlotte,Martin,Female,New York,Buffalo,2020-12-07,IT,Software Developer,Bachelor,91164,Good,No,1977-03-13,2022-03-06
00-28321839,Ava,Rodriguez,Female,North Carolina,Raleigh,2023-11-28,Sales,Sales Representative,Bachelor,56306,Good,No,1984-01-15,2024-05-26
00-65692629,Abigail,Taylor,Female,New York,Buffalo,2017-01-01,Sales,Sales Specialist,Bachelor,70094,Excellent,No,1984-04-24,2024-05-09
00-47962005,Logan,Jackson,Male,New York,Buffalo,2020-09-13,Operations,Logistics Coordinator,Bachelor,58930,Good,No,2004-11-20,2021-07-24
00-75718414,Oliver,Anderson,Male,North Carolina,Raleigh,2020-05-14,Sales,Sales Representative,Bachelor,64212,Good,Yes,1989-12-31,2020-11-10
00-54619335,Sebastian,Moore,Male,New York,New York City,2018-12-29,Customer Service,Support Specialist,Bachelor,69852,Needs Improvement,No,1987-04-20,2019-06-27
00-53188224,Elijah,Davis,Male,Michigan,Warren,2020-03-31,Finance,Accounts Payable Specialist,Bachelor,69984,Satisfactory,No,1983-10-09,2020-09-27
00-65133300,Olivia,Hernandez,Female,New York,Buffalo,2022-10-01,Sales,Sales Representative,Bachelor,63917,Good,Yes,1994-10-09,2023-03-30
00-61167978,Ella,Jones,Female,Pennsylvania,Pittsburgh,2020-01-15,Operations,Inventory Specialist,Bachelor,55447,Satisfactory,No,1983-02-21,2020-07-13
00-26944487,Sofia,Jackson,Female,Michigan,Warren,2018-02-08,Operations,Logistics Coordinator,Bachelor,54527,Satisfactory,No,1970-02-04,2021-10-25
00-69096899,James,Taylor,Male,New York,Rochester,2024-01-06,IT,Software Developer,Bachelor,90566,Excellent,No,1986-03-22,2024-07-04
00-29348212,Elizabeth,Jones,Female,New York,Buffalo,2016-10-30,Finance,Financial Analyst,Master,106196,Satisfactory,Yes,1985-01-06,2021-11-20
00-45570755,Alexander,Martin,Male,New York,Buffalo,2022-09-10,Marketing,SEO Specialist,High School,67884,Good,No,1988-10-22,2024-07-23
00-20779739,Abigail,Moore,Female,New York,Rochester,2018-05-03,Sales,Sales Consultant,Bachelor,64489,Good,No,1991-11-13,2019-05-13
00-94127561,Henry,Moore,Male,New York,Buffalo,2015-01-27,Operations,Inventory Specialist,Bachelor,72026,Satisfactory,No,1985-08-07,2021-09-30
00-41510328,Logan,Davis,Male,North Carolina,Charlotte,2022-06-18,Sales,Sales Manager,Master,96816,Excellent,Yes,1973-07-22,2022-12-15
00-23212812,Isabella,Anderson,Female,Virginia,Virginia Beach,2017-04-27,Operations,Logistics Coordinator,Bachelor,63633,Needs Improvement,No,1989-09-02,2022-09-03
00-13885234,Olivia,Hernandez,Female,New York,New York City,2023-04-24,Marketing,SEO Specialist,High School,70132,Good,Yes,1963-08-08,2023-10-21
00-58112135,Ethan,Wilson,Male,Michigan,Warren,2017-07-26,Marketing,SEO Specialist,High School,69551,Good,Yes,1976-04-22,2018-01-22
00-65304649,Aiden,Garcia,Male,New York,New York City,2017-01-31,Customer Service,Support Specialist,Bachelor,71276,Good,No,1994-08-15,2022-11-11
00-91804602,Jacob,Martin,Male,New York,Rochester,2022-07-13,Finance,Accountant,Bachelor,74170,Satisfactory,Yes,1981-03-25,2023-01-09
00-88270025,Oliver,Davis,Male,New York,New York City,2019-04-09,Operations,Logistics Coordinator,Bachelor,61574,Excellent,Yes,1985-01-09,2019-10-06
00-71682508,Mason,Smith,Male,New York,New York City,2023-06-30,Customer Service,Help Desk Technician,High School,59187,Good,No,1968-04-12,2024-03-17
00-48605268,Sebastian,Garcia,Male,North Carolina,Greensboro,2016-05-14,Operations,Logistics Coordinator,Bachelor,62013,Needs Improvement,No,1992-11-27,2017-06-02
00-88862539,Evelyn,Wilson,Female,New York,Rochester,2022-06-27,Operations,Operations Analyst,Master,89941,Satisfactory,Yes,1978-08-16,2022-12-24
00-50550084,Charlotte,Gonzalez,Female,New York,Rochester,2023-02-11,Sales,Sales Representative,Bachelor,78667,Good,Yes,1965-04-25,2023-08-10
00-41837210,Ella,Jackson,Female,New York,Rochester,2018-04-25,Operations,Inventory Specialist,Bachelor,53114,Satisfactory,No,1982-06-01,2020-05-17
00-49625201,Liam,Gonzalez,Male,New York,Buffalo,2017-08-08,Operations,Inventory Specialist,Bachelor,68975,Good,No,1964-05-08,2020-01-07
00-16582607,Aria,Thomas,Female,New York,Buffalo,2023-12-17,Sales,Sales Consultant,Master,96751,Satisfactory,No,1983-09-15,2024-06-14
00-48412328,Amelia,Martin,Female,New York,Rochester,2023-03-27,Customer Service,Customer Service Representative,Bachelor,63783,Good,No,1982-04-25,2023-09-23
00-95445405,Elijah,Martin,Male,Michigan,Detroit,2017-10-21,Sales,Sales Consultant,PhD,86668,Satisfactory,No,1987-07-12,2018-05-01
00-98473848,Oliver,Brown,Male,Michigan,Warren,2023-09-09,Sales,Sales Representative,Bachelor,84999,Needs Improvement,No,1984-07-04,2024-11-21
00-15291208,Logan,Anderson,Male,Michigan,Warren,2015-05-22,Sales,Sales Representative,Bachelor,60281,Satisfactory,No,1994-08-04,2023-02-21
00-27637794,William,Martinez,Male,New York,New York City,2018-06-11,IT,System Administrator,Bachelor,74706,Good,Yes,1997-09-05,2018-12-08
00-33574011,Charlotte,Jones,Female,New York,Rochester,2023-12-07,Operations,Inventory Specialist,Bachelor,56138,Excellent,Yes,1989-01-01,2024-06-04
00-59104566,Sofia,Taylor,Female,New York,Rochester,2024-11-18,Operations,Logistics Coordinator,Bachelor,61004,Excellent,No,1989-08-24,2025-05-17
00-32084778,Harper,Thomas,Female,New York,Buffalo,2024-04-24,Operations,Inventory Specialist,High School,56990,Satisfactory,No,1989-11-24,2024-10-21
00-55461591,James,Anderson,Male,New York,New York City,2024-02-24,Sales,Sales Representative,Bachelor,82328,Satisfactory,No,1977-02-21,2024-08-22
00-40281491,Jacob,Moore,Male,New York,Rochester,2018-11-04,IT,Software Developer,Master,80333,Satisfactory,No,1984-10-23,2023-11-16
00-62958901,Liam,Rodriguez,Male,New York,Buffalo,2020-06-25,Customer Service,Customer Service Representative,Bachelor,62647,Satisfactory,No,1994-11-19,2020-12-22
00-59470729,Mason,Jackson,Male,New York,Buffalo,2018-09-05,Operations,Logistics Coordinator,Bachelor,62713,Good,No,1987-12-23,2019-03-04
00-59858348,James,Davis,Male,New York,Buffalo,2019-08-29,Customer Service,Help Desk Technician,High School,77535,Good,No,1975-01-02,2022-03-03
00-85350823,Alexander,Martin,Male,Michigan,Grand Rapids,2017-01-25,Finance,Accountant,Bachelor,95374,Good,No,1971-06-27,2021-02-04
00-95282470,Camila,Martinez,Female,New York,Rochester,2021-02-15,Operations,Logistics Coordinator,Bachelor,64193,Good,No,1972-07-26,2021-08-14
00-28760553,Noah,Johnson,Male,New York,Rochester,2018-07-11,Sales,Sales Consultant,Bachelor,73189,Satisfactory,No,1964-12-03,2019-01-07
00-25585427,Isabella,Davis,Female,New York,Rochester,2023-02-22,Sales,Sales Specialist,Master,60251,Good,No,1971-06-16,2023-08-21
00-62163160,Daniel,Lopez,Male,Michigan,Warren,2022-10-16,Finance,Accountant,Bachelor,85407,Satisfactory,Yes,1997-09-09,2023-04-14
00-82503409,Michael,Jackson,Male,New York,Buffalo,2022-03-02,Customer Service,Customer Service Representative,Bachelor,64187,Good,No,2000-05-26,2024-09-07
00-65684858,James,Thomas,Male,New York,Buffalo,2021-04-19,IT,IT Manager,PhD,104423,Good,No,1975-04-10,2021-10-16
00-14391105,Emily,Miller,Female,New York,Buffalo,2019-04-02,Operations,Operations Manager,Bachelor,84844,Needs Improvement,No,1978-10-29,2019-09-29
00-58678896,James,Lopez,Male,New York,New York City,2020-09-07,Sales,Sales Consultant,Master,82500,Needs Improvement,Yes,1988-07-27,2021-12-15
00-58140388,Olivia,Gonzalez,Female,New York,New York City,2017-02-17,Finance,Accountant,Bachelor,68321,Satisfactory,No,1965-09-08,2017-08-16
00-71031132,Ava,Miller,Female,Pennsylvania,Pittsburgh,2021-08-20,IT,System Administrator,Master,76941,Good,Yes,1986-09-02,2022-02-16
00-12866549,Noah,Hernandez,Male,New York,Rochester,2017-02-18,Sales,Sales Representative,Bachelor,68090,Good,No,1967-01-18,2021-07-22
00-85776373,Elijah,Williams,Male,New York,Buffalo,2023-08-04,Sales,Sales Representative,Bachelor,82216,Satisfactory,Yes,1993-06-12,2024-01-31
00-37804191,Mila,Miller,Female,New York,Buffalo,2023-04-01,HR,HR Assistant,Bachelor,61965,Good,Yes,1984-05-13,2023-09-28
00-54098516,Sophia,Martin,Female,New York,Buffalo,2015-11-30,Customer Service,Support Specialist,High School,58761,Excellent,Yes,1988-07-19,2022-05-10
00-29419691,Oliver,Moore,Male,New York,Buffalo,2017-03-09,Sales,Sales Consultant,Master,94507,Good,No,1973-08-19,2021-03-06
00-24754064,Emma,Jones,Female,New York,New York City,2015-11-03,Sales,Sales Specialist,Bachelor,79427,Good,No,1970-04-14,2024-08-09
00-41934639,Mila,Hernandez,Female,New York,New York City,2015-04-14,Operations,Logistics Coordinator,Bachelor,56449,Satisfactory,No,1981-11-04,2018-02-12
00-17032877,Oliver,Wilson,Male,Virginia,Richmond,2020-10-16,Customer Service,Customer Service Representative,Bachelor,68639,Excellent,No,1975-05-05,2022-11-23
00-18530615,Henry,Anderson,Male,New York,New York City,2023-07-19,Marketing,Content Creator,Bachelor,67741,Needs Improvement,Yes,1985-02-08,2024-01-15
00-89680504,Isabella,Anderson,Female,New York,Rochester,2020-08-26,Marketing,SEO Specialist,Bachelor,72882,Good,No,1988-07-19,2021-02-22
00-15820356,Sofia,Martinez,Female,New York,New York City,2019-01-13,Customer Service,Support Specialist,High School,57804,Excellent,No,2001-05-09,2019-07-12
00-18163847,Luna,Gonzalez,Female,Pennsylvania,Allentown,2019-02-11,IT,IT Support Specialist,Bachelor,62473,Excellent,No,1991-11-02,2021-08-04
00-75802771,Daniel,Williams,Male,New York,Rochester,2023-05-06,Operations,Logistics Coordinator,Bachelor,60772,Good,Yes,1988-01-03,2023-11-02
00-91644298,Oliver,Williams,Male,New York,New York City,2016-08-30,Operations,Inventory Specialist,High School,57489,Good,Yes,1992-10-29,2017-02-26
00-94970119,Aiden,Moore,Male,Illinois,Naperville,2022-05-28,Customer Service,Customer Service Representative,High School,55793,Satisfactory,No,1996-06-23,2022-11-24
00-90180577,Sofia,Martinez,Female,New York,Buffalo,2019-08-24,Customer Service,Help Desk Technician,High School,78248,Good,No,2001-05-19,2021-01-15
00-67740376,James,Brown,Male,New York,Buffalo,2023-09-10,Operations,Logistics Coordinator,Bachelor,64643,Good,No,1986-08-06,2024-03-08
00-83998961,Charlotte,Wilson,Female,New York,New York City,2019-03-30,Customer Service,Support Specialist,High School,58080,Excellent,Yes,1999-10-09,2019-12-22
00-65541117,Alexander,Anderson,Male,New York,Buffalo,2019-10-11,Customer Service,Customer Service Representative,Bachelor,71699,Good,Yes,1976-11-30,2021-10-21
00-22762205,Abigail,Wilson,Female,New York,New York City,2018-04-09,Sales,Sales Consultant,PhD,110761,Needs Improvement,Yes,1961-09-30,2021-04-23
00-60237832,Sophia,Thomas,Female,North Carolina,Charlotte,2016-11-19,Operations,Logistics Coordinator,Bachelor,60806,Good,No,1967-09-11,2024-06-26
00-21457410,William,Wilson,Male,New York,New York City,2016-10-13,Customer Service,Customer Service Manager,Master,78429,Good,No,1980-05-03,2021-04-04
00-60015814,Sophia,Moore,Female,New York,New York City,2016-08-06,Customer Service,Support Specialist,Bachelor,61117,Satisfactory,Yes,1994-12-05,2017-08-15
00-85387867,Alexander,Brown,Male,New York,New York City,2019-12-06,Customer Service,Help Desk Technician,High School,59770,Good,No,1989-01-26,2020-06-03
00-99300492,Michael,Johnson,Male,New York,Rochester,2024-08-21,Sales,Sales Specialist,Bachelor,82100,Satisfactory,No,1977-07-01,2025-02-17
00-51936181,Ethan,Brown,Male,Michigan,Detroit,2020-03-23,Operations,Operations Analyst,Master,79363,Satisfactory,Yes,1983-09-22,2022-07-07
00-30767532,Luna,Davis,Female,New York,Rochester,2023-05-16,Finance,Accountant,Bachelor,61929,Good,No,1961-09-15,2023-11-12
00-84660688,Emily,Brown,Female,Ohio,Columbus,2022-08-11,Marketing,SEO Specialist,Bachelor,79765,Satisfactory,No,2001-08-08,2023-02-07
00-40354559,Michael,Moore,Male,Michigan,Detroit,2024-11-13,Customer Service,Customer Service Manager,PhD,96006,Needs Improvement,No,1964-09-30,2025-05-12
00-93446356,Aria,Moore,Female,New York,Rochester,2015-12-27,IT,IT Support Specialist,High School,55874,Excellent,No,2004-03-04,2018-01-13
00-98292612,Harper,Smith,Female,Illinois,Naperville,2017-09-30,Marketing,Marketing Coordinator,Bachelor,62285,Good,Yes,1962-01-30,2020-10-05
00-51471222,Alexander,Lopez,Male,New York,Rochester,2015-12-04,Sales,Sales Consultant,Bachelor,107612,Good,Yes,1977-03-24,2024-05-06
00-29226889,Aiden,Gonzalez,Male,Ohio,Columbus,2016-10-14,Sales,Sales Representative,Bachelor,66545,Good,No,1988-06-18,2017-04-12
00-94982908,Emma,Williams,Female,North Carolina,Greensboro,2022-03-25,Customer Service,Support Specialist,High School,56070,Satisfactory,No,1983-04-19,2022-09-21
00-60491958,Michael,Anderson,Male,New York,Buffalo,2018-05-24,IT,System Administrator,Bachelor,72797,Good,No,1984-02-18,2021-04-09
00-51827259,Alexander,Jackson,Male,New York,Rochester,2020-12-09,Sales,Sales Specialist,Bachelor,88528,Good,Yes,2001-03-11,2021-06-07
00-17061037,Sophia,Garcia,Female,New York,Rochester,2022-01-20,Sales,Sales Specialist,Master,61452,Good,No,2001-10-29,2024-11-29
00-20949687,Harper,Anderson,Female,New York,New York City,2022-07-08,HR,HR Assistant,High School,57049,Satisfactory,Yes,1995-04-01,2023-01-04
00-91480362,Camila,Wilson,Female,New York,Buffalo,2017-10-21,Marketing,Content Creator,Bachelor,58027,Good,No,1984-08-04,2019-02-08
00-78765957,James,Lopez,Male,New York,Rochester,2019-04-21,Customer Service,Customer Service Representative,Bachelor,64568,Satisfactory,No,1996-08-02,2019-10-18
00-89609131,Henry,Taylor,Male,New York,New York City,2022-01-18,IT,Software Developer,Bachelor,102160,Excellent,No,1975-03-07,2022-07-17
00-39597483,Ella,Martin,Female,Ohio,Cincinnati,2016-03-20,Operations,Inventory Specialist,High School,63371,Good,Yes,1986-06-11,2017-11-22
00-50455821,Elijah,Jones,Male,New York,New York City,2022-04-23,IT,System Administrator,Bachelor,103883,Needs Improvement,No,1985-05-20,2022-10-20
00-54039837,James,Smith,Male,New York,Rochester,2020-06-16,Finance,Financial Analyst,Bachelor,78816,Excellent,No,1978-09-11,2024-04-23
00-33581357,Oliver,Gonzalez,Male,Pennsylvania,Allentown,2020-03-30,Sales,Sales Representative,Bachelor,80973,Good,No,1975-09-18,2024-04-01
00-77144075,Avery,Lopez,Female,New York,Buffalo,2016-11-30,Operations,Logistics Coordinator,Bachelor,55829,Satisfactory,No,1996-01-25,2020-02-16
00-15677713,Michael,Smith,Male,New York,New York City,2019-01-31,IT,IT Support Specialist,High School,63014,Good,No,1964-12-17,2024-06-18
00-52018286,Aiden,Wilson,Male,New York,Rochester,2020-10-02,Marketing,Content Creator,Bachelor,64067,Excellent,No,1999-01-17,2024-03-22
00-95918360,Michael,Martinez,Male,New York,New York City,2016-01-09,Customer Service,Support Specialist,Bachelor,70591,Good,No,1976-10-15,2024-10-18
00-53589647,Benjamin,Martin,Male,Michigan,Detroit,2019-09-25,IT,System Administrator,Bachelor,81473,Good,Yes,1980-06-16,2023-01-24
00-58567046,Ava,Wilson,Female,New York,Rochester,2023-04-05,Sales,Sales Consultant,PhD,82919,Satisfactory,Yes,1961-09-22,2023-10-02
00-68475513,Aiden,Gonzalez,Male,New York,New York City,2020-06-02,Customer Service,Customer Service Representative,High School,55820,Excellent,No,1988-01-27,2021-09-10
00-51644346,Alexander,Davis,Male,New York,New York City,2018-03-07,IT,Software Developer,Master,85095,Satisfactory,No,1988-06-05,2020-05-31
00-20251466,Sofia,Brown,Female,New York,New York City,2020-03-16,Sales,Sales Consultant,Bachelor,84823,Satisfactory,No,2001-01-08,2020-09-12
00-56892354,Emily,Jones,Female,New York,Buffalo,2017-02-26,Customer Service,Customer Service Manager,PhD,90036,Excellent,No,1976-02-16,2017-08-25
00-44355473,Elijah,Garcia,Male,Pennsylvania,Philadelphia,2021-10-23,Marketing,Marketing Manager,Bachelor,116709,Satisfactory,No,1977-05-31,2022-04-21
00-97980930,Ava,Garcia,Female,New York,Buffalo,2024-08-31,Customer Service,Help Desk Technician,High School,74198,Satisfactory,No,1987-07-17,2025-02-27
00-76319264,Daniel,Jackson,Male,New York,Buffalo,2022-06-24,Operations,Logistics Coordinator,Bachelor,60178,Good,Yes,1996-03-03,2022-12-21
00-85764804,Aria,Hernandez,Female,New York,Buffalo,2023-09-01,Operations,Inventory Specialist,Bachelor,61521,Good,No,1971-06-11,2024-02-28
